0.0078957	-0.022231	-0.026127	0.0021677	0.016036	-0.022393	0.0061979	0.0021257	-0.048009	-0.041909	-0.021969	-0.014148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0018153	0.00015249	0.009743	-0.023303	-0.016767	0.007542
0.0070029	-0.024233	-0.027236	0.003615	0.016462	-0.023136	0.0069463	0.0023719	-0.053854	-0.048037	-0.026719	-0.01849	-0.00089289	-0.0020018	-0.0011089	0.0014473	0.0004262	-0.00074238	0.00074841	0.00024611	-0.0058454	-0.0061285	-0.00475	-0.004342	-0.00089289	-0.0020018	-0.0011089	0.0014473	0.0004262	-0.00074238	0.00074841	0.00024611	-0.0058454	-0.0061285	-0.00475	-0.004342	-0.0021305	6.6563e-05	0.01022	-0.027675	-0.017951	0.0081644
0.0052705	-0.026487	-0.027758	0.0056084	0.015758	-0.023965	0.0076936	0.00049326	-0.058983	-0.05328	-0.030923	-0.022723	-0.0017324	-0.0022544	-0.00052203	0.0019934	-0.00070432	-0.00082971	0.00074734	-0.0018786	-0.0051285	-0.0052427	-0.0042047	-0.0042322	-0.00083952	-0.00025267	0.00058685	0.0005461	-0.0011305	-8.7327e-05	-1.0723e-06	-0.0021247	0.00071697	0.00088578	0.00054533	0.00010988	-0.0024174	1.3147e-05	0.01022	-0.031575	-0.019196	0.0092111
0.0031081	-0.028906	-0.028014	0.0078989	0.014402	-0.02512	0.008549	-0.0023326	-0.062153	-0.056377	-0.03382	-0.025897	-0.0021624	-0.0024186	-0.00025626	0.0022905	-0.0013562	-0.0011551	0.00085534	-0.0028259	-0.0031696	-0.0030976	-0.0028961	-0.0031743	-0.00042998	-0.00016421	0.00026577	0.00029709	-0.0006519	-0.00032537	0.000108	-0.00094729	0.0019588	0.0021452	0.0013086	0.0010579	-0.0026146	-3.3764e-05	0.009907	-0.034237	-0.020615	0.01007
0.0010831	-0.030961	-0.028045	0.0099392	0.013062	-0.026392	0.0094898	-0.0044583	-0.062612	-0.05672	-0.034768	-0.027332	-0.0020249	-0.0020556	-3.0635e-05	0.0020402	-0.00134	-0.0012715	0.00094086	-0.0021257	-0.0004598	-0.0003421	-0.00094847	-0.0014355	0.00013746	0.00036309	0.00022563	-0.00025027	1.6265e-05	-0.00011645	8.5516e-05	0.00070018	0.0027098	0.0027555	0.0019476	0.0017388	-0.0026822	-9.5636e-05	0.0094949	-0.035177	-0.021936	0.010186
-0.00024735	-0.032252	-0.028005	0.01125	0.012443	-0.027532	0.010176	-0.0048737	-0.060523	-0.054775	-0.033715	-0.026998	-0.0013305	-0.0012909	3.9614e-05	0.0013107	-0.00061892	-0.0011396	0.00068615	-0.00041534	0.0020893	0.0019448	0.0010525	0.00033409	0.00069444	0.00076469	7.0249e-05	-0.00072957	0.00072103	0.00013188	-0.00025471	0.0017104	0.0025491	0.0022869	0.002001	0.0017696	-0.0026217	-0.00017076	0.0092132	-0.034438	-0.022937	0.0094547
-0.00054715	-0.033005	-0.028458	0.011776	0.013113	-0.02864	0.010125	-0.0037617	-0.057129	-0.05201	-0.031537	-0.025616	-0.00029981	-0.00075248	-0.00045268	0.00052615	0.00067006	-0.0011083	-5.0605e-05	0.001112	0.0033938	0.0027648	0.0021786	0.0013828	0.0010307	0.00053839	-0.00049229	-0.00078453	0.001289	3.1341e-05	-0.00073675	0.0015273	0.0013045	0.00082	0.0011261	0.0010487	-0.0024846	-0.00023705	0.009282	-0.032709	-0.023825	0.0082983
6.8935e-05	-0.034	-0.030069	0.011966	0.015179	-0.030143	0.009158	-0.0021779	-0.054385	-0.05025	-0.029812	-0.024357	0.00061609	-0.0009953	-0.0016114	0.00018961	0.0020659	-0.001503	-0.00096738	0.0015838	0.0027445	0.0017597	0.0017251	0.0012581	0.0009159	-0.00024282	-0.0011587	-0.00033654	0.0013959	-0.00039473	-0.00091678	0.00047184	-0.00064932	-0.0010051	-0.00045356	-0.00012476	-0.0023596	-0.00027441	0.0098211	-0.031156	-0.025132	0.0073856
0.0010243	-0.035963	-0.032987	0.012469	0.01809	-0.032419	0.0077473	-0.001168	-0.054012	-0.050758	-0.029992	-0.024282	0.00095539	-0.0019629	-0.0029183	0.00050374	0.0029114	-0.0022762	-0.0014107	0.0010099	0.00037267	-0.0005081	-0.00018055	7.5752e-05	0.0003393	-0.00096757	-0.0013069	0.00031413	0.00084546	-0.00077319	-0.00044331	-0.0005739	-0.0023718	-0.0022678	-0.0019056	-0.0011823	-0.0023336	-0.00028787	0.010756	-0.03092	-0.027221	0.007155
0.001608	-0.038927	-0.036535	0.013659	0.020864	-0.035415	0.0068969	-0.00099627	-0.056554	-0.053581	-0.032503	-0.025843	0.00058366	-0.0029639	-0.0035476	0.0011901	0.0027731	-0.0029954	-0.00085039	0.00017169	-0.0025421	-0.0028222	-0.0025111	-0.0015608	-0.00037173	-0.0010011	-0.00062932	0.00068639	-0.00013825	-0.00071915	0.0005603	-0.00083823	-0.0029147	-0.0023141	-0.0023306	-0.0016365	-0.0024457	-0.00031055	0.011832	-0.032531	-0.029881	0.0075035
0.0014344	-0.042039	-0.039474	0.015302	0.022588	-0.038489	0.0074936	-0.001023	-0.061145	-0.057608	-0.036467	-0.028787	-0.00017363	-0.0031123	-0.0029386	0.0016429	0.001724	-0.0030745	0.00059674	-2.6766e-05	-0.0045911	-0.0040275	-0.0039632	-0.0029443	-0.00075729	-0.00014833	0.00060895	0.00045281	-0.0010491	-7.9137e-05	0.0014471	-0.00019845	-0.002049	-0.0012053	-0.001452	-0.0013835	-0.0026675	-0.00037967	0.012727	-0.035636	-0.032296	0.0079011
0.00072073	-0.043932	-0.040653	0.016606	0.022862	-0.040595	0.009616	-0.00025999	-0.066103	-0.06126	-0.040243	-0.032391	-0.00071362	-0.0018931	-0.0011795	0.0013034	0.00027489	-0.0021055	0.0021224	0.00076305	-0.0049572	-0.0036517	-0.0037764	-0.0036042	-0.00053999	0.0012191	0.0017591	-0.00033957	-0.0014491	0.00096901	0.0015256	0.00078981	-0.00036611	0.00037578	0.0001868	-0.00065992	-0.0029193	-0.00050348	0.013207	-0.0392	-0.033429	0.0078223
0.00022767	-0.043459	-0.039686	0.016615	0.021977	-0.040775	0.012367	0.0018138	-0.06978	-0.063278	-0.042377	-0.035792	-0.00049307	0.00047366	0.00096673	9.7009e-06	-0.0008858	-0.00018008	0.0027512	0.0020738	-0.0036777	-0.0020182	-0.0021339	-0.0034013	0.00022056	0.0023668	0.0021462	-0.0012937	-0.0011607	0.0019254	0.00062877	0.0013107	0.0012796	0.0016335	0.0016424	0.00020295	-0.0031087	-0.00064564	0.013224	-0.041993	-0.032596	0.007134
0.00086393	-0.040362	-0.037226	0.014749	0.020756	-0.038749	0.01434	0.0047279	-0.071125	-0.063188	-0.042296	-0.038253	0.00063626	0.0030968	0.0024605	-0.0018665	-0.0012209	0.0020251	0.0019727	0.0029141	-0.0013448	9.0292e-05	8.1157e-05	-0.0024607	0.0011293	0.0026231	0.0014938	-0.0018762	-0.00033508	0.0022052	-0.00077846	0.00084039	0.0023328	0.0021085	0.0022151	0.00094054	-0.0031666	-0.00074027	0.012926	-0.043081	-0.02991	0.0061726
0.0030449	-0.03552	-0.034565	0.011238	0.020061	-0.035198	0.014414	0.0071948	-0.069764	-0.061248	-0.040353	-0.039284	0.002181	0.0048416	0.0026606	-0.0035113	-0.000695	0.0035519	7.4028e-05	0.0024669	0.0013613	0.0019397	0.0019424	-0.001031	0.0015447	0.0017448	0.00020011	-0.0016448	0.00052588	0.0015267	-0.0018987	-0.00044725	0.0027061	0.0018494	0.0018612	0.0014297	-0.0030675	-0.00073229	0.012537	-0.042106	-0.02631	0.0054711
0.0061423	-0.030669	-0.032811	0.0072633	0.020172	-0.031524	0.012438	0.0079342	-0.065844	-0.058071	-0.037347	-0.038655	0.0030974	0.0048513	0.0017539	-0.0039744	0.000111	0.0036739	-0.0019757	0.00073944	0.0039193	0.0031768	0.0030067	0.00062953	0.0009164	9.6968e-06	-0.0009067	-0.00046305	0.000806	0.00012197	-0.0020497	-0.0017274	0.002558	0.0012371	0.0010643	0.0016606	-0.0028345	-0.00062085	0.012186	-0.039334	-0.023169	0.0053264
0.0086137	-0.027684	-0.032298	0.0045351	0.020582	-0.029225	0.0093327	0.0065515	-0.060004	-0.054353	-0.03407	-0.036473	0.0024714	0.0029849	0.00051347	-0.0027281	0.00041014	0.0022983	-0.0031055	-0.0013828	0.0058404	0.0037185	0.0032762	0.0021818	-0.00062599	-0.0018665	-0.0012405	0.0012462	0.00029914	-0.0013756	-0.0011298	-0.0021222	0.001921	0.00054178	0.00026948	0.0015523	-0.0025319	-0.00047084	0.011848	-0.035564	-0.021695	0.0055699
0.0089901	-0.027677	-0.032667	0.0043435	0.020471	-0.029174	0.0064991	0.0038011	-0.053521	-0.050933	-0.031279	-0.033383	0.00037632	7.0256e-06	-0.00036929	-0.00019167	-0.000111	5.1356e-05	-0.0028335	-0.0027503	0.0064829	0.0034191	0.0027913	0.0030901	-0.0020951	-0.0029779	-0.00088276	0.0025365	-0.00052114	-0.0022469	0.00027201	-0.0013676	0.00064247	-0.0002994	-0.00048484	0.00090832	-0.00225	-0.00037496	0.011454	-0.031967	-0.022383	0.0057574
0.0069224	-0.030426	-0.033348	0.0067516	0.019401	-0.03118	0.0050426	0.0011038	-0.048259	-0.048883	-0.029807	-0.030574	-0.0020677	-0.0027486	-0.00068095	0.0024082	-0.0010697	-0.0020056	-0.0014565	-0.0026974	0.0052623	0.00205	0.0014726	0.0028086	-0.002444	-0.0027557	-0.00031165	0.0025998	-0.00095869	-0.002057	0.001377	5.2954e-05	-0.0012205	-0.0013692	-0.0013187	-0.00028155	-0.0020806	-0.00039607	0.011033	-0.0298	-0.024791	0.0055619
